latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.01933,29.015692,36.0,10800,Europe/Istanbul,GMT+3
time,precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),weather_code (wmo code),temperature_2m_mean (°C),wind_speed_10m_max (km/h)
2021-10-03,0.10,0.10,0.00,1.0,51,15.8,20.8
2021-10-04,0.00,0.00,0.00,0.0,3,16.1,21.4
2021-10-05,0.00,0.00,0.00,0.0,3,15.7,23.0
2021-10-06,0.40,0.40,0.00,2.0,51,15.4,18.2
2021-10-07,0.00,0.00,0.00,0.0,3,15.9,27.6
2021-10-08,0.20,0.20,0.00,2.0,51,16.6,32.3
2021-10-09,5.40,5.40,0.00,16.0,53,16.8,21.4
2021-10-10,0.20,0.20,0.00,2.0,51,16.6,27.5
2021-10-11,0.00,0.00,0.00,0.0,3,18.2,19.7
2021-10-12,2.10,2.10,0.00,4.0,55,17.8,20.6
2021-10-13,8.80,8.80,0.00,9.0,61,14.2,22.2
2021-10-14,0.00,0.00,0.00,0.0,3,15.8,23.0
2021-10-15,0.00,0.00,0.00,0.0,3,17.8,19.5
2021-10-16,5.20,5.20,0.00,6.0,61,17.8,22.2
2021-10-17,6.60,6.60,0.00,14.0,61,15.0,23.4
2021-10-18,0.60,0.60,0.00,3.0,51,14.3,20.0
2021-10-19,0.00,0.00,0.00,0.0,3,14.1,19.8
2021-10-20,0.00,0.00,0.00,0.0,3,13.8,19.6
2021-10-21,0.00,0.00,0.00,0.0,0,13.0,11.0
2021-10-22,0.00,0.00,0.00,0.0,0,15.2,17.1
2021-10-23,0.00,0.00,0.00,0.0,3,15.5,18.1
2021-10-24,5.60,5.60,0.00,11.0,55,13.6,27.6
2021-10-25,0.00,0.00,0.00,0.0,3,12.3,26.7
2021-10-26,0.00,0.00,0.00,0.0,0,12.4,23.2
2021-10-27,0.10,0.10,0.00,1.0,51,13.1,27.4
2021-10-28,0.00,0.00,0.00,0.0,3,13.6,22.7
2021-10-29,0.00,0.00,0.00,0.0,3,13.5,27.2
2021-10-30,0.00,0.00,0.00,0.0,1,14.2,27.3
2021-10-31,0.90,0.90,0.00,2.0,53,14.1,20.8
2021-11-01,7.00,7.00,0.00,15.0,61,13.9,12.5
2021-11-02,7.10,7.10,0.00,6.0,63,14.1,9.9
2021-11-03,1.50,1.50,0.00,6.0,51,16.3,17.9
2021-11-04,0.00,0.00,0.00,0.0,0,17.0,10.1
2021-11-05,0.00,0.00,0.00,0.0,3,15.1,12.5
2021-11-06,0.00,0.00,0.00,0.0,3,15.1,24.4
2021-11-07,0.00,0.00,0.00,0.0,3,15.4,19.9
2021-11-08,0.00,0.00,0.00,0.0,3,14.3,12.5
2021-11-09,4.50,4.50,0.00,3.0,61,14.6,34.5
2021-11-10,2.70,2.70,0.00,8.0,53,10.8,29.4
2021-11-11,0.00,0.00,0.00,0.0,3,10.5,26.4
2021-11-12,0.00,0.00,0.00,0.0,0,10.4,18.2
2021-11-13,0.00,0.00,0.00,0.0,3,9.6,12.5
2021-11-14,0.00,0.00,0.00,0.0,3,10.1,14.8
2021-11-15,0.00,0.00,0.00,0.0,3,12.1,20.3
2021-11-16,0.00,0.00,0.00,0.0,3,12.0,32.0
2021-11-17,0.00,0.00,0.00,0.0,3,10.9,20.6
2021-11-18,0.00,0.00,0.00,0.0,3,10.7,10.2
2021-11-19,0.60,0.60,0.00,3.0,51,9.9,18.7
2021-11-20,0.00,0.00,0.00,0.0,3,8.5,10.1
2021-11-21,0.00,0.00,0.00,0.0,3,9.4,10.4
2021-11-22,0.00,0.00,0.00,0.0,3,11.9,21.0
2021-11-23,16.10,16.10,0.00,14.0,63,13.1,25.3
2021-11-24,0.60,0.60,0.00,5.0,51,10.7,27.5
2021-11-25,0.00,0.00,0.00,0.0,3,9.9,19.8
2021-11-26,1.40,1.40,0.00,2.0,61,10.4,16.1
2021-11-27,9.40,9.40,0.00,4.0,63,15.6,36.7
2021-11-28,5.30,5.30,0.00,6.0,63,14.9,39.0
2021-11-29,11.90,11.90,0.00,8.0,63,16.7,55.7
2021-11-30,10.70,10.70,0.00,8.0,63,11.6,42.5
2021-12-01,0.00,0.00,0.00,0.0,3,8.0,27.9
2021-12-02,0.00,0.00,0.00,0.0,3,11.2,32.5
2021-12-03,0.00,0.00,0.00,0.0,3,14.4,35.8
2021-12-04,6.40,6.40,0.00,13.0,61,12.4,28.5
2021-12-05,0.20,0.20,0.00,2.0,51,11.5,12.0
2021-12-06,0.00,0.00,0.00,0.0,3,13.6,15.0
2021-12-07,4.10,4.10,0.00,5.0,61,12.7,21.1
2021-12-08,2.00,2.00,0.00,6.0,55,9.6,18.4
2021-12-09,0.20,0.20,0.00,2.0,51,10.4,25.1
2021-12-10,6.50,6.50,0.00,4.0,63,12.6,34.6
2021-12-11,0.10,0.10,0.00,1.0,51,13.7,35.4
2021-12-12,12.70,12.70,0.00,10.0,61,13.6,23.3
2021-12-13,13.90,13.90,0.00,15.0,61,11.1,20.6
2021-12-14,10.20,10.20,0.00,10.0,61,10.2,33.7
2021-12-15,9.30,9.30,0.00,24.0,53,6.4,33.0
2021-12-16,6.30,6.30,0.00,19.0,53,5.1,20.0
2021-12-17,7.10,7.10,0.00,22.0,53,5.1,17.9
2021-12-18,3.20,3.20,0.00,17.0,51,5.0,26.4
2021-12-19,2.20,2.20,0.00,9.0,53,4.6,30.1
2021-12-20,1.20,1.20,0.00,6.0,51,4.3,24.5
2021-12-21,0.10,0.10,0.00,1.0,51,2.5,18.8
2021-12-22,0.00,0.00,0.00,0.0,3,1.0,9.7
2021-12-23,0.80,0.30,0.35,5.0,71,1.2,11.0
2021-12-24,0.00,0.00,0.00,0.0,3,4.5,33.2
2021-12-25,0.00,0.00,0.00,0.0,3,9.4,35.2
2021-12-26,0.00,0.00,0.00,0.0,3,12.0,31.6
2021-12-27,0.00,0.00,0.00,0.0,3,13.3,27.5
2021-12-28,0.00,0.00,0.00,0.0,3,13.1,28.0
2021-12-29,4.50,4.50,0.00,8.0,53,11.3,18.1
2021-12-30,2.20,2.20,0.00,7.0,53,11.2,30.1
2021-12-31,0.00,0.00,0.00,0.0,3,8.5,29.8
2022-01-01,1.80,1.80,0.00,7.0,53,7.7,16.6
2022-01-02,0.90,0.90,0.00,4.0,51,8.8,21.0
2022-01-03,0.00,0.00,0.00,0.0,3,8.6,22.9
2022-01-04,0.00,0.00,0.00,0.0,3,10.1,15.7
2022-01-05,0.00,0.00,0.00,0.0,2,12.8,33.3
2022-01-06,0.00,0.00,0.00,0.0,3,14.0,33.9
2022-01-07,0.70,0.70,0.00,5.0,51,10.5,23.2
2022-01-08,0.70,0.70,0.00,2.0,53,9.9,21.3
2022-01-09,0.10,0.10,0.00,1.0,51,10.0,12.6
2022-01-10,0.20,0.20,0.00,1.0,51,9.7,16.5
2022-01-11,2.30,2.30,0.00,14.0,51,8.7,39.3
2022-01-12,18.40,16.50,1.33,21.0,73,3.3,43.4
2022-01-13,0.20,0.00,0.14,2.0,71,1.2,29.8
2022-01-14,0.00,0.00,0.00,0.0,3,2.1,17.2
2022-01-15,0.10,0.10,0.00,1.0,51,4.4,25.6
2022-01-16,0.30,0.20,0.07,1.0,71,2.8,18.5
2022-01-17,0.50,0.50,0.00,1.0,53,4.6,29.6
2022-01-18,6.70,5.60,0.77,9.0,73,4.6,29.8
2022-01-19,1.30,0.00,0.91,5.0,73,1.6,28.0
2022-01-20,0.00,0.00,0.00,0.0,3,4.5,32.7
2022-01-21,30.50,24.30,4.34,16.0,75,5.9,29.5
2022-01-22,3.80,0.90,2.03,12.0,73,0.8,15.1
2022-01-23,3.00,0.00,2.10,17.0,73,-0.3,30.7
2022-01-24,4.60,0.10,3.15,7.0,75,0.1,33.4
2022-01-25,3.70,0.00,2.59,4.0,75,-0.2,31.2
2022-01-26,0.20,0.00,0.14,2.0,71,0.1,18.1
2022-01-27,0.70,0.30,0.28,2.0,73,1.6,11.1
2022-01-28,0.10,0.10,0.00,1.0,51,4.0,25.9
2022-01-29,0.20,0.20,0.00,2.0,51,5.0,17.7
2022-01-30,0.00,0.00,0.00,0.0,3,2.9,17.5
2022-01-31,0.20,0.20,0.00,1.0,51,4.0,17.6
2022-02-01,2.00,2.00,0.00,4.0,61,6.2,20.9
2022-02-02,16.40,16.40,0.00,16.0,63,7.0,22.0
2022-02-03,19.30,18.90,0.28,23.0,73,4.0,28.6
2022-02-04,0.00,0.00,0.00,0.0,3,3.5,20.4
2022-02-05,0.00,0.00,0.00,0.0,2,3.8,20.2
2022-02-06,0.00,0.00,0.00,0.0,3,6.0,12.7
2022-02-07,7.20,7.20,0.00,5.0,61,8.6,34.3
2022-02-08,54.90,54.90,0.00,24.0,63,6.3,40.5
2022-02-09,4.60,4.60,0.00,7.0,55,4.7,34.5
2022-02-10,0.00,0.00,0.00,0.0,2,4.6,18.2
2022-02-11,0.00,0.00,0.00,0.0,0,4.5,12.2
2022-02-12,0.00,0.00,0.00,0.0,3,6.8,24.6
2022-02-13,0.00,0.00,0.00,0.0,3,6.6,29.6
2022-02-14,0.00,0.00,0.00,0.0,3,5.6,17.1
2022-02-15,0.00,0.00,0.00,0.0,1,4.3,11.2
2022-02-16,0.00,0.00,0.00,0.0,3,6.5,11.0
2022-02-17,0.00,0.00,0.00,0.0,3,8.4,16.5
2022-02-18,4.90,4.90,0.00,7.0,63,8.3,24.0
2022-02-19,0.00,0.00,0.00,0.0,3,5.7,10.9
2022-02-20,0.00,0.00,0.00,0.0,3,8.2,10.8
2022-02-21,0.00,0.00,0.00,0.0,3,10.3,11.2
2022-02-22,0.70,0.70,0.00,3.0,51,11.9,16.2
2022-02-23,13.20,13.20,0.00,17.0,63,9.0,24.3
2022-02-24,14.60,14.60,0.00,22.0,61,6.1,32.6
2022-02-25,5.80,5.80,0.00,15.0,53,6.5,35.5
2022-02-26,0.00,0.00,0.00,0.0,3,7.2,18.8
2022-02-27,2.40,2.40,0.00,2.0,61,7.3,28.6
2022-02-28,2.40,2.40,0.00,9.0,53,5.7,26.6
2022-03-01,0.90,0.90,0.00,7.0,51,3.2,20.9
2022-03-02,0.20,0.20,0.00,2.0,51,3.1,20.5
2022-03-03,1.40,1.40,0.00,10.0,51,3.8,22.5
2022-03-04,0.80,0.80,0.00,6.0,51,5.8,15.5
2022-03-05,0.30,0.30,0.00,3.0,51,5.8,22.1
2022-03-06,1.00,1.00,0.00,4.0,53,6.6,33.0
2022-03-07,3.50,3.50,0.00,10.0,55,5.8,19.8
2022-03-08,3.60,3.60,0.00,14.0,53,4.4,24.8
2022-03-09,0.80,0.70,0.07,6.0,71,3.3,26.3
2022-03-10,1.70,0.30,0.98,9.0,73,1.5,35.1
2022-03-11,3.20,0.10,2.17,17.0,73,-0.3,35.4
2022-03-12,5.50,0.00,3.92,13.0,75,-1.5,26.1
2022-03-13,1.30,0.00,0.91,5.0,73,0.5,18.7
2022-03-14,0.20,0.20,0.00,2.0,51,-0.9,15.8
2022-03-15,0.00,0.00,0.00,0.0,3,3.4,15.0
2022-03-16,0.00,0.00,0.00,0.0,3,4.8,13.1
2022-03-17,2.90,2.90,0.00,13.0,53,5.0,33.7
2022-03-18,2.20,0.00,1.54,14.0,73,1.5,35.4
2022-03-19,3.60,0.10,2.45,17.0,73,1.3,28.2
2022-03-20,0.30,0.10,0.14,3.0,71,3.4,31.9
2022-03-21,0.10,0.10,0.00,1.0,51,4.2,30.3
2022-03-22,0.40,0.40,0.00,2.0,51,4.4,20.2
2022-03-23,0.90,0.90,0.00,6.0,51,5.3,29.0
2022-03-24,0.00,0.00,0.00,0.0,3,5.9,16.4
2022-03-25,0.10,0.10,0.00,1.0,51,7.5,17.0
2022-03-26,3.20,2.80,0.28,5.0,73,6.1,15.8
2022-03-27,0.00,0.00,0.00,0.0,0,8.0,21.7
2022-03-28,0.00,0.00,0.00,0.0,3,10.8,10.4
2022-03-29,0.00,0.00,0.00,0.0,3,11.5,18.8
2022-03-30,0.00,0.00,0.00,0.0,3,11.6,20.1
2022-03-31,0.00,0.00,0.00,0.0,3,13.5,25.4
2022-04-01,0.40,0.40,0.00,1.0,51,16.4,28.4
2022-04-02,0.00,0.00,0.00,0.0,3,16.4,36.0
2022-04-03,8.10,8.10,0.00,9.0,63,13.0,38.1
2022-04-04,2.10,2.10,0.00,5.0,53,9.3,21.3
2022-04-05,12.80,12.80,0.00,16.0,61,9.3,13.1
2022-04-06,0.00,0.00,0.00,0.0,3,10.6,17.8
2022-04-07,4.80,4.80,0.00,5.0,61,12.0,24.3
2022-04-08,0.20,0.20,0.00,2.0,51,12.7,23.3
2022-04-09,0.00,0.00,0.00,0.0,2,14.8,13.9
2022-04-10,0.00,0.00,0.00,0.0,3,16.0,19.6
2022-04-11,12.50,12.50,0.00,15.0,61,8.3,30.8
2022-04-12,2.10,2.10,0.00,4.0,61,8.2,12.0
2022-04-13,0.10,0.10,0.00,1.0,51,9.2,14.1
2022-04-14,0.00,0.00,0.00,0.0,0,10.6,12.2
2022-04-15,0.00,0.00,0.00,0.0,0,12.6,16.3
2022-04-16,0.00,0.00,0.00,0.0,3,13.9,12.0
2022-04-17,7.90,7.90,0.00,13.0,61,11.1,33.5
2022-04-18,7.90,7.90,0.00,19.0,55,8.0,32.4
2022-04-19,3.70,3.70,0.00,11.0,53,7.3,21.6
2022-04-20,0.00,0.00,0.00,0.0,1,9.4,12.6
2022-04-21,1.00,1.00,0.00,3.0,53,10.6,19.5
2022-04-22,0.00,0.00,0.00,0.0,3,14.6,13.0
2022-04-23,0.20,0.20,0.00,1.0,51,16.0,12.4
2022-04-24,0.00,0.00,0.00,0.0,1,16.3,21.2
2022-04-25,0.00,0.00,0.00,0.0,3,14.7,17.2
2022-04-26,0.00,0.00,0.00,0.0,3,16.7,19.0
2022-04-27,0.00,0.00,0.00,0.0,0,14.5,23.2
2022-04-28,0.00,0.00,0.00,0.0,0,14.1,29.6
2022-04-29,0.00,0.00,0.00,0.0,3,13.8,26.9
2022-04-30,0.50,0.50,0.00,2.0,51,13.0,27.9
2022-05-01,0.00,0.00,0.00,0.0,3,13.7,26.0
2022-05-02,0.20,0.20,0.00,1.0,51,13.7,35.1
2022-05-03,4.40,4.40,0.00,13.0,61,12.3,23.2
2022-05-04,0.60,0.60,0.00,5.0,51,11.4,21.7
2022-05-05,0.00,0.00,0.00,0.0,3,12.0,16.7
2022-05-06,0.00,0.00,0.00,0.0,1,12.9,24.4
2022-05-07,0.00,0.00,0.00,0.0,3,12.9,23.2
2022-05-08,0.00,0.00,0.00,0.0,3,12.9,27.9
2022-05-09,0.00,0.00,0.00,0.0,3,12.8,27.6
2022-05-10,0.00,0.00,0.00,0.0,0,13.3,27.6
2022-05-11,0.00,0.00,0.00,0.0,3,14.7,19.6
2022-05-12,0.00,0.00,0.00,0.0,0,17.2,13.2
2022-05-13,0.00,0.00,0.00,0.0,3,19.2,16.1
2022-05-14,0.00,0.00,0.00,0.0,3,18.7,15.2
2022-05-15,0.00,0.00,0.00,0.0,3,18.5,18.0
2022-05-16,0.00,0.00,0.00,0.0,3,19.0,15.3
2022-05-17,0.00,0.00,0.00,0.0,3,20.1,11.8
2022-05-18,8.30,8.30,0.00,6.0,63,17.2,37.9
2022-05-19,0.50,0.50,0.00,4.0,51,13.5,27.6
2022-05-20,0.00,0.00,0.00,0.0,0,14.8,22.9
2022-05-21,0.00,0.00,0.00,0.0,0,17.6,10.9
2022-05-22,0.10,0.10,0.00,1.0,51,17.8,16.5
2022-05-23,1.90,1.90,0.00,4.0,53,17.9,17.4
2022-05-24,0.00,0.00,0.00,0.0,3,19.2,17.6
2022-05-25,5.30,5.30,0.00,4.0,63,19.9,20.4
2022-05-26,0.00,0.00,0.00,0.0,3,21.3,12.3
2022-05-27,0.00,0.00,0.00,0.0,3,21.7,18.1
2022-05-28,0.00,0.00,0.00,0.0,3,23.3,11.4
2022-05-29,0.00,0.00,0.00,0.0,3,25.6,19.1
2022-05-30,0.00,0.00,0.00,0.0,1,23.8,21.3
2022-05-31,0.00,0.00,0.00,0.0,0,22.3,19.2
2022-06-01,0.00,0.00,0.00,0.0,2,21.4,22.2
2022-06-02,0.00,0.00,0.00,0.0,3,20.5,24.7
2022-06-03,0.00,0.00,0.00,0.0,3,21.3,26.7
2022-06-04,0.00,0.00,0.00,0.0,2,21.7,30.7
2022-06-05,0.00,0.00,0.00,0.0,3,22.4,19.4
2022-06-06,0.00,0.00,0.00,0.0,3,21.4,24.0
2022-06-07,0.10,0.10,0.00,1.0,51,19.4,19.1
2022-06-08,1.70,1.70,0.00,9.0,51,19.4,19.3
2022-06-09,0.00,0.00,0.00,0.0,3,21.2,13.5
2022-06-10,0.20,0.20,0.00,1.0,51,23.6,23.9
2022-06-11,7.10,7.10,0.00,8.0,63,21.9,17.9
2022-06-12,15.50,15.50,0.00,17.0,63,19.7,26.5
2022-06-13,0.00,0.00,0.00,0.0,3,21.0,24.2
2022-06-14,0.00,0.00,0.00,0.0,0,21.9,19.2
2022-06-15,0.50,0.50,0.00,1.0,53,21.5,26.8
2022-06-16,0.00,0.00,0.00,0.0,3,21.2,28.0
2022-06-17,0.00,0.00,0.00,0.0,3,21.1,24.4
2022-06-18,0.00,0.00,0.00,0.0,3,21.1,30.8
2022-06-19,0.00,0.00,0.00,0.0,1,21.3,26.3
2022-06-20,4.50,4.50,0.00,9.0,61,21.1,23.9
2022-06-21,10.40,10.40,0.00,10.0,63,20.4,15.5
2022-06-22,0.00,0.00,0.00,0.0,3,23.9,14.3
2022-06-23,0.50,0.50,0.00,2.0,51,22.9,16.3
2022-06-24,2.60,2.60,0.00,5.0,55,21.6,20.2
2022-06-25,0.10,0.10,0.00,1.0,51,22.6,16.7
2022-06-26,0.20,0.20,0.00,2.0,51,21.6,20.1
2022-06-27,3.00,3.00,0.00,8.0,53,22.2,23.4
2022-06-28,8.10,8.10,0.00,11.0,63,22.4,26.0
2022-06-29,2.20,2.20,0.00,9.0,53,22.1,22.1
2022-06-30,0.10,0.10,0.00,1.0,51,22.4,22.8
2022-07-01,0.00,0.00,0.00,0.0,0,24.0,20.1
2022-07-02,0.00,0.00,0.00,0.0,2,24.2,25.1
2022-07-03,0.00,0.00,0.00,0.0,0,23.6,32.1
2022-07-04,0.00,0.00,0.00,0.0,0,22.8,31.3
2022-07-05,0.00,0.00,0.00,0.0,0,23.4,30.8
2022-07-06,0.00,0.00,0.00,0.0,1,23.9,28.0
2022-07-07,1.50,1.50,0.00,3.0,55,24.4,24.0
2022-07-08,1.40,1.40,0.00,4.0,53,23.8,24.9
2022-07-09,1.00,1.00,0.00,5.0,51,24.0,29.3
2022-07-10,22.30,22.30,0.00,15.0,63,20.7,24.5
2022-07-11,0.40,0.40,0.00,2.0,51,22.1,19.8
2022-07-12,0.40,0.40,0.00,3.0,51,22.3,21.7
2022-07-13,0.30,0.30,0.00,3.0,51,22.1,22.5
2022-07-14,0.00,0.00,0.00,0.0,1,22.8,28.3
2022-07-15,0.00,0.00,0.00,0.0,1,23.4,26.1
2022-07-16,0.00,0.00,0.00,0.0,0,24.1,22.2
2022-07-17,0.00,0.00,0.00,0.0,1,24.6,22.3
2022-07-18,0.30,0.30,0.00,1.0,51,23.7,34.7
2022-07-19,0.00,0.00,0.00,0.0,3,22.5,33.6
2022-07-20,0.00,0.00,0.00,0.0,3,23.4,31.9
2022-07-21,0.00,0.00,0.00,0.0,0,23.6,21.4
2022-07-22,0.00,0.00,0.00,0.0,3,24.2,18.8
2022-07-23,0.00,0.00,0.00,0.0,0,25.3,16.1
2022-07-24,0.00,0.00,0.00,0.0,0,25.5,18.1
2022-07-25,0.00,0.00,0.00,0.0,3,24.9,24.1
2022-07-26,0.00,0.00,0.00,0.0,0,25.6,23.5
2022-07-27,0.00,0.00,0.00,0.0,0,25.1,26.0
2022-07-28,0.00,0.00,0.00,0.0,0,25.1,34.6
2022-07-29,0.00,0.00,0.00,0.0,1,25.3,30.6
2022-07-30,0.00,0.00,0.00,0.0,2,25.6,26.6
2022-07-31,1.50,1.50,0.00,5.0,53,26.1,25.0
2022-08-01,0.30,0.30,0.00,1.0,51,25.5,22.2
2022-08-02,0.00,0.00,0.00,0.0,0,24.1,23.8
2022-08-03,0.00,0.00,0.00,0.0,1,24.6,27.9
2022-08-04,0.00,0.00,0.00,0.0,2,25.2,29.4
2022-08-05,0.00,0.00,0.00,0.0,1,25.5,24.8
2022-08-06,0.00,0.00,0.00,0.0,1,25.5,28.2
2022-08-07,0.40,0.40,0.00,2.0,51,25.9,27.2
2022-08-08,0.80,0.80,0.00,1.0,53,26.7,35.6
2022-08-09,0.10,0.10,0.00,1.0,51,27.0,28.8
2022-08-10,3.20,3.20,0.00,5.0,61,25.3,30.0
2022-08-11,13.60,13.60,0.00,15.0,65,22.7,23.9
2022-08-12,0.30,0.30,0.00,1.0,51,24.1,22.4
2022-08-13,0.90,0.90,0.00,4.0,53,24.7,24.2
2022-08-14,1.00,1.00,0.00,6.0,51,25.1,16.3
2022-08-15,24.20,24.20,0.00,12.0,63,21.5,19.5
2022-08-16,0.00,0.00,0.00,0.0,2,24.0,17.8
2022-08-17,0.00,0.00,0.00,0.0,2,25.0,12.1
2022-08-18,0.00,0.00,0.00,0.0,3,25.5,16.6
2022-08-19,0.30,0.30,0.00,2.0,51,25.2,19.7
2022-08-20,1.30,1.30,0.00,7.0,51,24.9,21.0
2022-08-21,0.00,0.00,0.00,0.0,3,25.4,23.0
2022-08-22,0.10,0.10,0.00,1.0,51,26.3,21.9
2022-08-23,4.40,4.40,0.00,6.0,61,26.1,21.9
2022-08-24,0.40,0.40,0.00,4.0,51,26.1,29.6
2022-08-25,8.40,8.40,0.00,13.0,63,23.4,16.5
2022-08-26,0.60,0.60,0.00,2.0,53,23.3,7.9
2022-08-27,1.30,1.30,0.00,10.0,51,24.3,8.4
2022-08-28,0.00,0.00,0.00,0.0,3,25.1,18.8
2022-08-29,0.00,0.00,0.00,0.0,1,25.5,23.2
2022-08-30,0.10,0.10,0.00,1.0,51,25.9,24.7
2022-08-31,3.70,3.70,0.00,8.0,61,24.7,17.5
2022-09-01,8.40,8.40,0.00,11.0,63,23.9,17.5
2022-09-02,0.20,0.20,0.00,2.0,51,25.3,20.1
2022-09-03,0.10,0.10,0.00,1.0,51,23.5,20.9
2022-09-04,0.70,0.70,0.00,6.0,51,22.2,26.8
2022-09-05,0.20,0.20,0.00,2.0,51,20.9,32.3
2022-09-06,0.80,0.80,0.00,5.0,51,20.6,32.6
2022-09-07,0.00,0.00,0.00,0.0,2,21.0,30.9
2022-09-08,0.00,0.00,0.00,0.0,0,20.8,22.9
2022-09-09,0.00,0.00,0.00,0.0,0,21.3,15.4
2022-09-10,0.00,0.00,0.00,0.0,0,22.0,8.9
2022-09-11,0.00,0.00,0.00,0.0,1,23.0,17.4
2022-09-12,2.40,2.40,0.00,3.0,61,20.4,28.8
2022-09-13,1.20,1.20,0.00,7.0,51,19.0,20.0
2022-09-14,0.00,0.00,0.00,0.0,3,19.7,10.4
2022-09-15,0.00,0.00,0.00,0.0,3,21.6,20.9
2022-09-16,0.00,0.00,0.00,0.0,3,24.2,16.9
2022-09-17,0.00,0.00,0.00,0.0,3,24.3,15.3
2022-09-18,10.60,10.60,0.00,5.0,63,21.9,25.6
2022-09-19,0.00,0.00,0.00,0.0,3,18.8,20.2
2022-09-20,0.00,0.00,0.00,0.0,1,17.1,26.0
2022-09-21,0.90,0.90,0.00,3.0,51,17.0,21.9
2022-09-22,13.20,13.20,0.00,20.0,61,14.0,26.8
2022-09-23,1.10,1.10,0.00,3.0,53,13.9,18.0
2022-09-24,0.00,0.00,0.00,0.0,2,15.4,15.1
2022-09-25,0.00,0.00,0.00,0.0,2,16.7,11.8
2022-09-26,0.00,0.00,0.00,0.0,3,17.6,17.0
2022-09-27,2.20,2.20,0.00,1.0,61,20.1,33.4
2022-09-28,3.90,3.90,0.00,7.0,61,21.7,28.5
2022-09-29,0.00,0.00,0.00,0.0,0,22.4,20.1
2022-09-30,0.00,0.00,0.00,0.0,2,22.4,13.8
2022-10-01,0.00,0.00,0.00,0.0,3,22.2,11.5
2022-10-02,5.00,5.00,0.00,5.0,63,21.5,30.3
2022-10-03,0.00,0.00,0.00,0.0,3,18.2,14.2
2022-10-04,0.20,0.20,0.00,2.0,51,16.6,18.9
2022-10-05,0.00,0.00,0.00,0.0,2,16.1,23.6
2022-10-06,0.10,0.10,0.00,1.0,51,17.1,30.8
2022-10-07,1.60,1.60,0.00,8.0,51,17.8,32.9
2022-10-08,5.60,5.60,0.00,9.0,63,18.0,25.8
2022-10-09,0.00,0.00,0.00,0.0,3,17.0,14.5
2022-10-10,0.00,0.00,0.00,0.0,3,17.2,23.3
2022-10-11,0.00,0.00,0.00,0.0,3,17.2,25.4
2022-10-12,0.50,0.50,0.00,4.0,51,16.8,24.5
2022-10-13,0.10,0.10,0.00,1.0,51,17.4,24.2
2022-10-14,1.60,1.60,0.00,7.0,53,17.0,31.4
2022-10-15,10.00,10.00,0.00,22.0,61,16.1,32.4
2022-10-16,0.60,0.60,0.00,5.0,51,16.4,33.2
2022-10-17,0.40,0.40,0.00,3.0,51,16.5,32.3
2022-10-18,0.20,0.20,0.00,2.0,51,16.7,29.1
2022-10-19,0.00,0.00,0.00,0.0,3,16.2,16.6
2022-10-20,0.40,0.40,0.00,4.0,51,13.7,27.6
2022-10-21,0.00,0.00,0.00,0.0,1,12.6,21.2
2022-10-22,0.00,0.00,0.00,0.0,1,11.8,11.6
2022-10-23,0.00,0.00,0.00,0.0,3,14.9,22.0
2022-10-24,0.00,0.00,0.00,0.0,2,15.3,9.4
2022-10-25,0.00,0.00,0.00,0.0,3,15.3,11.5
2022-10-26,0.00,0.00,0.00,0.0,3,15.9,19.2
2022-10-27,0.00,0.00,0.00,0.0,3,15.5,19.1
2022-10-28,0.00,0.00,0.00,0.0,1,15.5,26.0
2022-10-29,0.00,0.00,0.00,0.0,2,14.0,23.9
2022-10-30,0.00,0.00,0.00,0.0,0,13.3,14.2
2022-10-31,2.00,2.00,0.00,2.0,55,13.7,17.1
2022-11-01,0.00,0.00,0.00,0.0,3,14.0,14.5
2022-11-02,0.00,0.00,0.00,0.0,0,13.1,13.3
2022-11-03,0.00,0.00,0.00,0.0,3,14.9,19.6
2022-11-04,0.00,0.00,0.00,0.0,3,15.0,14.2
2022-11-05,0.00,0.00,0.00,0.0,3,16.8,11.1
2022-11-06,0.00,0.00,0.00,0.0,3,16.8,17.1
2022-11-07,0.10,0.10,0.00,1.0,51,14.5,27.4
2022-11-08,0.00,0.00,0.00,0.0,3,12.2,17.9
2022-11-09,0.00,0.00,0.00,0.0,3,11.6,16.3
2022-11-10,0.00,0.00,0.00,0.0,0,11.2,17.1
2022-11-11,0.00,0.00,0.00,0.0,3,12.0,17.7
2022-11-12,0.00,0.00,0.00,0.0,3,14.3,27.0
2022-11-13,0.00,0.00,0.00,0.0,3,13.9,21.0
2022-11-14,0.00,0.00,0.00,0.0,3,12.5,22.5
2022-11-15,0.00,0.00,0.00,0.0,3,12.5,17.7
2022-11-16,0.00,0.00,0.00,0.0,3,11.7,23.0
2022-11-17,3.30,3.30,0.00,6.0,61,16.0,35.8
2022-11-18,10.30,10.30,0.00,7.0,63,17.7,33.5
2022-11-19,0.00,0.00,0.00,0.0,3,19.2,35.7
2022-11-20,0.00,0.00,0.00,0.0,3,19.7,27.9
2022-11-21,0.60,0.60,0.00,2.0,53,18.9,39.6
2022-11-22,17.00,17.00,0.00,7.0,63,12.9,31.1
2022-11-23,3.60,3.60,0.00,7.0,55,14.4,30.6
2022-11-24,0.30,0.30,0.00,2.0,51,12.4,9.7
2022-11-25,1.20,1.20,0.00,5.0,53,10.3,22.0
